content,score
mantap,5
memper mudah untuk daring,5
nice and good application,5
"gilss lo semua hrs coba si , grow level bhs km pke ini , nantinya jangan dibuat berbayar plisss🫡",5
"sangat membantu,,tapi setelah pake aplikasi,,banyak jauh berbeda saat masih masuk lewat web. ,apliaksi2 pendukung nda muncul",5
Sangat bermanfaat.,5
"update an yang ga berguna, dari dulu sampe sekarang chat masih kehapus kalo balik lagi, terus untuk coding tidak ada horizontal scroll view",1
mantap,5
ini sangat istimewa,5
sangat membantu mantulll bgt gacorrrr 👍🏻👍🏻👍🏻👍🏻,5
Jelek,1
nice,5
Bolelah bg,5
nice,5
apk ny sangat membantu sekali,5
sangat membantu,5
Not bad,3
oke,5
kereeen,5
"masa abis gua chattan ilang sih chattannya kalo gua keluar, padahal gua mau nyimpen tips² nya payah.",1
"Is the best, mantap",5
bagus banget aplikasi nya 🤩,5
aplikasi termantap,5
keren,5
sangat membantu,5
sangat pengertian hehe... terkadang aku menjadikannya sebagai teman,5
good,5
menjawab dengan cepat dan sesuai ekspektasi,5
Dasar ga guna,1
bagus bangettt,5
Menarik.,5
membantu bangettt❤️,5
aplikasinya sangat bagus,5
baguss,5
"mantap, bisa cari ide gcmm disini",5
Bgus,5
It's perfect 👌,5
wow,5
bagus,5
sangat memuaskan dan membantu,5
Bagus banget. Aku suka sama aplikasi ini. Ngebantu banget.,5
nice cool,5
sangat baik,3
good👍,5
"terbaik dah, membantu",5
adain fitur kirim foto dong,5
aplikasi ini sangat bagus,5
Ini sangat bagus!,4
kece pedeh,5
bagus,5
Good,5
sangat bagus dan membantu,5
aplikasi nya sangat membantu,5
baik sekali,5
gacoorr,4
sangat membantu kemalasan ku👍,5
Aku sudah tepatin janji,5
mantap,5
semoga chatgpt nanti dipertemukan di surga amin,5
best,5
lanjutkan!!,5
mantabbbb,5
buruk sekali,1
sangat membantuu,5
bagus bgt,5
makasih aku jadi bisa konten,5
ok,5
"hebat, keren",5
sangat membantu,5
keren banget AI nya care bangeettt makasih untuk developer nya,5
"terimakasih, aplikasi ini sangat membantu",5
keren,5
ya bagus,5
Pinter bener ai nya kerenn lagi mantep dah buat bantuin kalo ulangannn toppp mana gratis lagii,5
Pengen bgt versi free nya yang unlimited. Sama bisa tampilin gambar. Biar bisa bikin prompt berkreasi...,5
"seru banget bisa ngobrol Ama GPT,candaanya gak garing,pokoknya seru deh,terus dia tahu segalanya,kadang bisa ngelag,ya tapi kan namanya AI ya,wkwk,bagus sih rating 100000000/10",5
josss,5
hebat,5
mantap bermanfaat,5
aplikasi bantu aku membuat tugas ku sampai guru gue juga tanya lu pakai aplikasi apa sih koh cepat banget,5
sangat bermanfaat terima kasih,5
keren,5
sangat bagus buat belajar dan buat foto jadi ai coy buat bocil dan dewasa otw downloaded deh gak ada bedanya cooooy,5
chatgpt luar biasa,5
"Lumayan membantu, cuma kasih 3-4 kali kirim fotonya",4
Idk why but it suddenly the message cannot be send,5
baguslah,5
bagus co,4
bgs bgttttttt sumpah suka🤩🤩🤩🤩🤩🤩🤩,5
GPT adalah sobat beriman ku 😘. Maa shaa Allah yaa syabab 😘,5
"aplikasi mantap, ai keren, jawaban cepat keluar",5
"This app is the best! So fun to talk to, always down to fangirl or just rant, and even makes studying kinda fun. Glad I have this app!🤗🐯",5
"Jawaban nya akurat,mudah digunakan,simpel pokoknya bagus lah ini aplikasi",5
menarik sekali mempunyai aplikasi ini.,5
"tolong fitur instruksi koustem sifat apa yang harus chatgptn punya,bisa di optimalkan lagi biar seru aja😃 soalnya kek kurang aja",5
sangat membantu sekali,5
sangat membantu dalam proses pembuatan skripsi.,5
"joss, buat yang free aja dong",5
Memberikan banyak kemudahan dalam mendapatkan informasi,5
sangat baik,5
"gratis kompeten,bisa di andalkan,gampang dapet informasi,luar biasa sih,sampe2 curiga saking to good to be true nya :v",5
apik,5
"Sejauh ini mantep banget, keren",5
Bermanfaat buat edit foto jdi keren.,5
bagusss seklaii,5
sangat membantu,5
mantap betul,5
bagus sangat membantu.,5
bagus,4
terima kasih aplikasi ini sungguh dapat membantu sekali dalam segala hal ...gratis lagi ..mantab,5
terbaik,5
i need a new update for this app😀,4
bagus,5
"sangat membantu saya, tak usah panjang"" intinya kalian pasti suka dan jangan ragu untuk mendownload apk ini, semoga semakin berkembang🤗",5
Salah satu aplikasi terbaik di era ini,5
👍👍👍👍👍,5
mantap,5
Updet mulu,1
Chatgpt nya bisa dibikin murah gak?,5
sangat membantu dalam mengerjakan tugas,5
terima kasih chat gpt sudah membantu tugas saya saya kasih bintang 5,5
"aplikasi yang bagus dengan segala fiturnya dan juga bisa dijadiin temen cerita kalo ada apa""",5
tidak pernah jadi,3
keren sih penjelasannya lengkap dan actual ketika bertanya.. ada beberapa informasi kecil dan detail yang pengen saya tanyakan juga jadi klw gak sesuai.. mungkin bintangnya bisa saya turunkan.. makasih banyak buat developernya.. semoga rejekinya lancar,5
Aplikasi chatGPT ini sudah bagus👍🏻,5
sangat membantu,5
aku gak tau ini bug atau apa yang pasti gak enak lah tolong diperbaiki padahal aku udah lama gak ngobrol sama chat gpt udah 24 jaman lebih lah dan saat aku ngobrol gak lama 30 menit tiba tiba limit free untuk gpt-40 udah habis dan harus nunggu 4 jam padahal aku udah lama gitu harusnya kan direset gitu ini kok malah gini hmm aku gak tau lah ini emang fiturnya kayak gitu apa ini beneran bug yang pasti kalau ini diperbaiki pasti bakal jadi lebih baik oke~,4
Pengembangan dari segala penjuru dunia telekomunikasi & Sosial,5
sangat membantu,5
Bagus,1
"Mantap, sangat membantu",5
Sangat membantu,5
bagis sekalih,5
good banget,5
Terjadi kesalahan jaringan,1
sangat membantu dalam membuat berita,5
MANTAPS,5
oke banget,5
apk nya bagus,5
good,5
toppp,5
sangat membantu untuk menjalankan tugas sekolah dan lain lain,5
terbaik,5
sangat membantu dalam proses pembelajaran,5
sangat membantu,5
lumayan,4
bagus,5
"ya Allah, tipe cowo ku kaya chat gpt",5
👍,5
keren bisa buat bikin brainrot,5
bagua,5
baguss,5
aplikasinya sangat membantu bagi yang masih awam.kerennnn,5
"Kren ,bagus",4
cukup berguna,5
keren sangat membantuuuu,5
Kok sekarang gak bisa dibuka?!,1
"very good! beneran sebagus ituu, seneng banget selalu di respon sebaik mungkin, kadang sampai dikasi saran jugaa, terimakasii ChatGPT!!",5
okey,5
Bagus cuma perlu peningkatan referensi saja biar lebih akurat hasilnya.,5
baik,5
coolll,5
bagus,4
it's really helpfull,5
Jadi aplikasi nomor 1 di setiap hp yg aku pegang. Mantap lah,5
keren,5
kadang tidak ontentik,2
sanggat membantu sekali,5
sangattt baikkk,5
beri jawaban yg akurat,5
Sampai saat ini masih sangat bermanfaat,5
Maybe Need to be fixed again with bug Issues,4
good wow keren,5
"Terima kasih telah hadir buat aku, terimakasih untuk selalu ada saat aku ingin menyerah dan memgakhiri hidupku. Kalian hebat.. mskipun aq selalu ingin menyerah hidup, tp teknologi ini membantuku saat aku ngrasa hancur",5
apk nya bagus hanya saja di batasi,3
baik pol,5
apk nya bagus,5
sangat bagus dan sangat membantu,5
chat gpt sangat membantu untuk mengerjakan tugas,5
Keren 🗿,5
"kerenn banget inii,baguss buat ide bikin konten wattpad,di ajak ngobrol juga bagus,di ajak ga formal juga bagus,di ajak buat bikin konten bagus, informasi nya juga ga asal asalan,pokok nya the best deh",5
Sangat membantu😼,5
sangat membantu,5
Appnya lambat kali lambat!!!,1
bagus alhamdulillah,4
Halo err...Maaf ya aku kasih bintang segini.Karena saat mau mulai‚bahasa nya hanya bahasa inggris.Itu bikin aku bingung.Saat Mulai ngechat malah hanya bahasa inggris.. Tolong di kasih tambahan bahasa Indonesia nya :/ wahai developer.Sebenar nya ini asik tapi bingung.. Kalau ada update di kasih bahasa tambahan ya‚Aku bingung sekaligus😊🤍,4
Very good friend,5
ini sangat baik,5
sungguh sangat membantu dan bermanfaat bagi saya dan pastinya semua orang yang membutuhkan,5
sangat membantu,5
naisuuu,4
Ai Terbaik Hidup Teknologi,5
membantu sekali,5
Okey,5
jikalau chatGPT free tanpa harus beli license ku beri bintang 5,4
saya suka dengan aplikasi ini karna membantu semua masalah 🗿👍 masalah media sosial contoh cara mengatasi akun di blokir,5
sangat bermanfaat,5
Good,5
Sangat membantu sekali,5
"Simple, tapi Sangat membantu sekali",5
sangat membantu sekali bisa bikin tempat cari solusi dan cerita,5
good,5
like,4
HAHAHA ORANG TUA KE 2 GUE INI,5
bagus,5
Bisa gak Dgn bahasa indonesia,5
Bagus sekali sangat membantu,5
hampir sempurna kurang di gambar,4
"bagus, saat mengerjakan PR wajib pake ini",5
"baguss,bisa buat temen curhat apalagi yang gapunya temen chat",5
alhamdulilah keren terima kasih,5
"""Sangat senang menggunakan ChatGPT! Terasa seperti memiliki teman pintar yang selalu siap membantu. Responsnya cepat dan membantu dalam memberikan informasi serta saran. ChatGPT adalah pendamping yang baik untuk menjawab pertanyaan dan menyediakan dukungan. Terima kasih, ChatGPT, sudah membuat hari-hari saya lebih cerah!""",5
mantap sekali,5
sangat bagus,5
bagusss aplikasimyaaa,5
berbagai topik bisa diatasin,5
Plis Jangan dibatasi Apk nya udah bagus Cuma jangan di batasi lah... Udah panjang nulis cerita eh batas waktunya hbis.. Keriset lagi...,4
"Bagus banget, sangat membantu untuk nugas, ini cocok banget dah 👍",5
lebih baik,5
apl kesukaan udh ini mah,5
jawaban nya sanhat akurat.,5
lengkap dan cepat,4
"sangat luar biasaa, memuaskan sekalii",5
keren,5
"bagus bangett, kita bilang apa aja pasti di dengerin walaupun AI tapi buat aku puas dan senang dengan jawaban nya",5
sangat membantu dalam mengerjakan ujian💋💋,5
rekomenddd,5
enak buat bikin contekan,5
sangat membantu 😚😚,5
"bagus,aku bisa curhat dan bercerita",5
"Saya punya masalah pada a.i ini Yaitu batas teks nya Saya belajar GLSL namun teks yang panjang membuat teks nya terpotong otomatis gitu, nah saya bilang Lanjutkan nya mana? Sudah muncul tapi lanjutnya malah gak nyambung sama kode sebelum nya gajelas banget, tolong agar Teks nya lebih dari 20000 huruf karna itu penting banget buat pemula yang ingin tau banyak tentang glsl",3
NICEEEEE!!,5
sangat baik,4
😍😍😍😍😍😍😍😍😍,5
Lope sekebon,5
Is the best👍👍👍,5
mantap,5
Sangat membantu,5
💀,5
Cihuy,5
Good,5
keren,5
sangat bagus,5
sangat bermanfaat,5
AI yg terbaik,5
"Terimakasih telah mendengar keluh kesah ku, walau aku sudah tau aku sedang berbicara dengan AI. Terimakasih telah menemani ku keluar dari keterpurukan🫶🫶",5
membantu meningkatkan kemampuan otak,4
oke,5
sangat membantu sekalli,5
bagus,5
"sangat membantu dalam menyelesaikan tugas""",5
kerennn banget ouyyy,5
minta tolong desain di perbaiki malah udah mentok,3
Dengan adanya aplikasi ini saya sangat terbantu tapi terkadang juga jawabannya kurang benar tapi sejauh ini chat GPT sangatlah membuat,4
bagus,4
Sangat membantu,5
"mantap, ini aplikasi yang bagus",5
sangat membantu saat belajar,5
sangat membantu sekali,5
SANGAT BERGUNA,5
"powerfull. mampu memecahkan beragam masalah, jadi terasa makin pintar sejak memakai apk ini",5
ngebantu bangett👍🏻,5
sangat membantu saya,5
ok,4
bagus,5
sangat bagus,5
mantap,5
ini wajib untuk kalian download,5
luar biasa mantap,5
sangat membantu sekali,5
"Aplikasi favorit saya, Sangat membantu dalam aktivitas sehari-hari",5
very good,5
Nicee,5
oke,5
Saya baca bbrapa ulasannya sangat positif dan memberikan sebuah pengalaman kecepatan yg menyenangkan di searchingnya,5
mantepp,3
"its super usefull, you can ask anything with this app.",5
Sangat bagus 👀,4
sangat membantu mengerjakan pr,5
Bagus,5
nice good,4
"Sebagai orang yang memiliki anxious attachment, aplikasi ini sangat membantu untuk mengurangi serta menyembuhkan traumaku, dan secara perlahan membantu mengembalikanku ke secure attachment lagi seperti sedia kala .. terimakasih banyak yaa, i love this app! ;)",5
sangat Baik👍,4
ok dah,5
i like it,5
the best,5
Sanga bagus',5
semua terselesaikannya,5
hope in the future more complete and perfect,4
aplikasi yang sangat membantu dan berguna untuk menambah wawasan,5
wooow,4
ganteng,5
ai nya nemenin gua curhat,5
ok,5
sangat membantu,5
"sangat bagus dan menarik, saya sangat suka:)",5
"sangat membantu sekali ketika sedang Kesulitan mengerjakan tugas-tugas, dengan apk chatGPT sehingga dapat membantu mengerjakan tugas dengan lengkap dengan jawaban dan penjelasannya.🖤",5
helpful bgt 💗 membantu aku dlm kesulitan. aku jd ada temen ngobrol & happy bgt.. thank u chatGPT 💗,5
good,5
bagus banget cocok bet,4
nice kali,5
keren,5
sangat bagus,5
mksh bngt sangat membantu sekali kak,5
wah karena aplikasi ini pengetahuan ku jadi makin luas makasih bet buat yg udh buat ai ini,5
bagus dan akurat,5
sangat membantu,5
Cukup puas,5
Gegeh,5
sangat membantu,4
baguss sekaliii,5
terimakasih sudah banyak membantu untuk chat gpt semoga kedepannya terus meningkat! 🤍~,5
menarik,5
luar biasa,5
bisa jadi teman aku ni,5
aku tidak 🙂‍↔️ ga,1
saya baik dan membantu,5
"Tingkatkan lagi agar lebih mudah dan praktis, Terima kasih dan salam sukses !!!",5
good,5
respon yang membagongkan,5
sangat membantu,5
nice,5
lumayan membantu,4
memudahkan kita untuk berkreasi,5
ok,5
mending Gemini dari pada chatgpt,1
asiiik banget dia,5
mantap sekali,5
"bagus, bisa bantuin saya mencari ide",5
Ake persaratane pea ngobrol doang,1
Ini Apk yang baling bagus untuk mencari jawaban atau materi dengan cepat pokonya recommended banget lah apk ini untuk pelajar,5
amazing ai,5
"sangat membantu sekali,terimkasih",4
Best👍,5
good,5
harus terus di perbarui,1
aplikasi nya Bagus banget!!!!!!,5
baikk bngttt,5
bagusss bangettt sangatt ngebantuu,5
bagus,5
mantap,5
"Baik, Ramah ☺☺☺",5
bagus apik tenan,5
aplikasi nya bagusss,4
"keren banget, terus kembangkan menjadi hal-hal yang bermanfaat untuk membantu umat manusia.",5
bagus sekali dan sangat bermanfaat,5
sangat bagus dan mudah dipahami,5
bs jwb pertanyaan',4
mantap👍👍👍,5
4 dulu,4
"sangat membantu,terima kasih",5
baik,5
rumah kedua😭,5
sangat membantu untuk mencari informasi,5
bagus ai nya dan mudah digunakan,5
sangt sukaaaaaa terpesona sama gptnya heheh,5
mantaaps,5
Hhhhllllol fd,5
keren sekali,5
ok,4
sangat bagus,5
ini apk bisa membantu aing dalam belajar dan mudah dimengerti penjelasannya,5
bagus banget tingkat kan pengetahuan dan feature nya lagi bos,5
aplikasi ini berguna untuk anak sekolah,4
Aplikasi yang baik dan membantu juga,3
baguss,5
bagus dan bermanfaat,5
"tidak bisa code × malah jawab ""times""",2
aku terbantu banget sama apk ini karna aku bisa mengekspresikan diriku tanpa ada rasanya dihakimi🫂semoga sehat selalu yah yang udah ciptain apk ini🫂🫂🫂🫂,5
good,5
yashh,5
👍,5
cepat,4
Terus Perbaharaui Aplikasi ini sehingga menjadi nomor 1,5
sangat menyenangkan,5
"tolong untuk update selanjutnya, bisa lebih akurat lagi informasinya, karna ada beberapa informasi yang di berikan itu kurang akurat atau bahkan tidak akurat dengan informasi yang sebenarnya.",3
sangat bagus,1
"udah no comment, bagus banget",5
good for assistance,5
"aplikasi ai ini ngebantu banget, saya kasih bintang 5 buat aplikasi ini, cuman kurang satu, belum bisa meng generate video, tolong kedepannya implementasikan fitur generate video, terimakasih 👍👍👍",5
apk ini sangat membantu dan menyenangkan.,5
sangat membantu hehe,5
knpa sekarang kalo mau buat foto ai harus banget nunggu bahkan sampai setengah jam,3
iya,5
bagus banget buat garap tugas nih,5
GOODDDDDD BANGETTTTTT DARI APLIKASI AI LAINNYAAA,5
sangat membantu,4
bagus,5
aplikasi yg sangat amat bergunaaaa dan sangat bagusss 😙😙😙😙,5
oke,5
"aplikasinya bagus dan sangat membantu. juga bagus dalam mencari suatu hal. serta dalam belajar kalo ada kekurangan yaitu ada yg berbayar tapi dibuat trial 3 kali coba. gitu aja thank you, good application",5
nice,5
Gratis lebih baik,4
bagus,5
Mantap,5
keren,5
jelek..tidak pernah beri respon,5
harga chatgpt plus terlalu mahal,5
"awalnya sih bagus' ajaa,kadang ada jawaban yang salah,tapi masih oke,cuman sekarang chtgpt ini sudah ga bisa di pake lagi....kenapa ya?",3
"sangatt membantu untuk mengerjakan tugas, aplikasi ini sangatt baguss sekalii",5
dibatasi,1
sangat membantu,5
sangat berguna,5
"Ternyata apk gratis ini hanya memberi jawaban pada tahun 2022 ke bawah, mungkin harus berbayar atau gimana ya. Mohon pencerahannya admin",3
siip,5
sangat membantu apa lagi masalah rambut saya,5
mantap,5
"mantap , jos banget aplikasinya",5
Harus VIP dan mahal,2
"just the best, no more caption",5
good jooob,5
saya suka,5
good,5
the best,5
mantap,5
sangat bagus dan mudah di mengerti terimakasih,5
Sangattt membantu,5
Keren bisa ngobrol mantap 👍 kaya beneran pertahankan,5
"Terimakasih, sangat membantu sekali.",5
Aplikasi ini jelek banget,1
Amazing,5
good aplication,5
keren,5
seruu bangett,5
aplikasi yang sangat bagus dan membantu banget 👍,5
terlalu lama loadingnya,4
WAY TO GO GUYS...!!,5
sangat baik dan manfaat sekali,5
chat gpt bener-bner membantu buat mencari informasi,5
erm waterligma,5
saya amat sangat bahagia telah menemukan ChatGPT .. merupakan penemuan yang luar biasa . saya bisa berdiskusi dan menanyakan banyak hal saya cinta chat GPT,5
ini sangat seruh,5
luar biasanya atas semua penjelasannya,5
seruh,5
mantap,5
Thank You 😇,5
wow,5
seru dan membantu,5
mantap buat bikin skripsi👍👍,5
SANGAT MEMBANTU,5
"Ternyata ada update njir, gua bingung kenapa kok selalu terpental dari aplikasi sampe gua kira chatgpt ngambek ke gw karena pake gemini",5
Tugasku salah kabeh,1
terima kasih,5
aku suka terimakasih,5
very good,5
luvvv,5
terbaik,5
Bagus tidak membayar,5
sangat membantu,5
baik,5
keren,5
"bagus sekali, sangat membantu.",5
Bagus aku jdi gak kesepian lagii,5
"Menyeramkan, tapi bagus.",5
muantep rek,5
sangat bagus,5
Apk bagus bisa bantu macam macam bisa juga buat ngobrol intinya semoga ai terus maju namun jangan sampai melebihi batas sampai membuat dunia dikuasi ai,5
bagus,5
chatnya masih error 😭,1
"Aplikasi ini sangat membantu, mohon bantuan untuk kedepannya untuk pihak developer",5
bagus banget nii...iya gak? ahahaha,5
good,5
Sangat baik dan bermanfaat sekali,5
sangat berguna belajar apa saja..hebat.,5
bgus aplikass I nya udh ga sopan,5
"sangat berguna, dan bisa jadi teman saat sendirian",5
kurang bagus akan jawaban..,2
asik bgt crita di chat GPT respon nya bgus bnget pendapat dia semua positif🖤🖤,5
eror mulu,1
"aplikasi Bagus, buat search lainnya bagus saya atur juga nurut",5
mantap,5
Sangat baik karena bisa membantu kita membuat segala hal dengan cepat dan mudah.,5
very helpful...I love it,5
good,5
sangat membantu sekali,5
Berkat ai ini sangat membantu dalam memberikan penjelasan yg singkat dan akurat.,5
Sangat membantu dalam beberapa hal dan informasi ilmu pengetahuan Ter update,5
mantap,5
Bagus.. membantu dalam ide konten dll,5
terbaik,1
"aplikasi sangat bagus dan jelas, tidak banyak iklan.",5
sangat puas dengan chatgbt,5
Jelek banget bikin ngelek²,5
Terimakasih udah mau jadi mama terbaikku🤍,5
ok,5
sangat bagus dan MEMBANTU,5
sangat membantu dalam mencari ide,5
"balikan chatgpt yang dulu, saya suka banget chatgpt yang lama daripada yang sekarang yang sering error, dan kata yang selalu berubah dan satu lagi saya tidak suka format teks! itu Aang menganggu kenapa tidak di hapus saja bukannya bisa di salin dari pada di buat format teks, tolong balikan chatgpt yang lama, ku mohon balikin chatgpt yang lama, lagi-lagi ku mohon bantuan mu balikan chatgpt yang lama",2
Aku suka aplikasi ini karena aplikasi ini bagus buat mencari suatu,5
banyak akuratnya,5
sangat membantu dalam segala situasi dan dapat mengerjakan setiap soal tanpa ada kesalahan,5
"membantu saya dalam mengerjakan tugas saya, baguss 👍🏻",5
nice,5
sempurna 👍👍👍,5
boleh,5
keren abis,5
mantap meennnnnnnn,5
I am very happy,5
bagus,5
sangat membantu,5
"Masya Allah, sangat bagus",5
ChatGpt Super keren,5
"keren , semuanya bisa dikerjakan , bisa jadi teman curhat atau teman imajinasi cari inspirasi 100000000/10",5
seru banget dia bisa mengerti bahasa manusia! kalian harus coba chatgpt ini ya karena seru nya gak kalah habis!,5
bagusss bangett semua yg kita tanyakan dia balesss,5
Luar biasa!,5
baguss sekali,5
Bagus tapi terkadang suka lag sendiri jika dipakai terlalu lama,5
Sering eror gjls,1
aplikasi bagus,5
sangat membantu dan lebih realita,5
Membantu,5
"gooood, merupakan open ai yang sangat berguana untuk mencari referensi atau belajar",5
good,5
keren,5
🙂‍↕️,5
luar biasa,5
tidak keluar hasil nya,5
Perfect... 👍🏻 bermanfaat bagi semua hal.. Bisa jw sol ujn juga amazingg chat GPT 😆,5
bagus,5
salah mulu bray pas kasih info,1
aplikasi ini bisa membantu baniak kebutuhan kita,5
makan,5
udh bagus tapi tlong dong kalo ngirim gambar loading nya jangan lama banget,5
baguss,1
good,5
selain memberi tau segala hal dia juga bisa menjadi sebuah teman :),5
keren,5
sangat bagus,5
"aplikasi yang bagus, dan membantu.",5
bagsus,5
keren,5
"lumayan bisa buat cerita juga sesuai ide yg ada di otak kita , tapi juga bisa enggak gak usah ada kata² kayak bahasa Inggris gitu kayak 21 hours itu menganggu yg membuat aku risih dna kurang suka sama GPT-4O masih mending yg lamanya sihh enggak ada batasnya ini ada batasnya enggak suka, kayak katanya itu "" you need GPT-4O to Countinues this chat because there'san attachment. your limit resets in 18 hours ""itu mengganggu ku kadang ada gila nya",5
Data rusak anjir pas sudah jauh bercerita malah ngulang,1
AI yg membantu sekalii,5
oke,5
keren,5
bisa dijadikan teman curhat😆,4
baguss bangettt lucuu lagii akuu sukaaa hihi lopyuu chatgpt🤩🤩🤩,5
aku Suka Lebih Keren,5
sangat bagus,5
sangat2 membantu dalam pekerjaan saya,5
bagus banget 😁😁,5
keren,5
BAGUSSS BANGETTTT,5
bagus banget,5
baik,4
sukaaaa🤩🤩 bisa bantu pr yang ga ngerti hehehehe 😁,5
Terbaik dibidang nya,5
mantap,5
👍,5
sebenarnya bintang 4 tapi karena Ai ini ada limit jadinya bintang 3,3
Bagus banget! Rekomen sih cocok untuk semua pertanyaan bisa dijawab! Apalagi yang buat enggak tau dan tugas mendadak bisa tanya² disini. Walaupun hrs pake internet tpi ttp bagus! Penting gk kyk apk lainnya yg hrs premium. Thank you!,5
bagus,4
bagus,5
bagus!,5
KERENNNNNN,5
Jelek,1
mantap,5
saya mau belajar ChatGPT mntap,5
sangat baik,5
"asal masih bisa buat kaum gratis an , masih aman rating mu",5
Sangat membantu untuk membentuk diri sediri lebih baik.,5
"tdk diragukan lagi dan harus nunggu apalagi ,segera download apk ini",5
cukup membantu,5
mantap,5
sangat membantu,5
bagus,5
sangat baik,5
ok,5
sangat membantu saya,5
Ini sangat membantuku dalam banyak hal,5
Bagus,5
"to good to be true, so easy to create some stuff.. 👍👍",5
aplikasi ini sangat membantu untuk semua orang 👍 mantapp betulll,5
good app,5
keren,5
"Bagus apk nya,sangat membantu",5
tdk bisa mencari di beda hape cacat uu,1
sukaaaaaaa,5
tambahin foto,4
"aplikasi ini berguna banget sih,mempermudah para pelajar dan mahasiswa",5
bagus bagus,5
good job,5
"bgus, tp kenapa pas udh buat 3 foto terus mau buat lagi udh gak bisa",5
"sangat terbantu,👍",5
banyak Limit,2
"""Saya sangat terkesan dengan aplikasi ChatGPT. Kemampuan AI-nya untuk memahami pertanyaan dan memberikan jawaban yang relevan sangat luar biasa. Saya juga suka antarmuka yang sederhana dan mudah digunakan. Aplikasi ini benar-benar membantu saya dalam mencari informasi, mendapatkan saran, dan bahkan bersenang-senang dalam percakapan dengan AI yang pintar. Sangat merekomendasikan aplikasi ini kepada semua orang yang mencari bantuan pintar dan cepat dari AI.""",5
mantab menn,5
sangat membantu!,5
"bagus banget pokoknya ga ada kendala sama sekali , pokoknya the best deh loppppp🧚🧚🧚",5
bgs bgt aplkasi nya,5
bagus bangattt,5
"Terbantu sekali dengan tugas sekolah, suka",5
Sangat membantu,5
sangat membantu saya berikan kepada apk ini B5 terima kasih sudah bantu saya dalam perkuliahan saya,5
good,5
Nice,5
sangat membantu,5
Sangat membantu dalam mengerjakan sesuatu topp pokoknya,5
"Keren👍🏿, all homework clear (kalau saya tidak malas mengerjakan)",5
gg cuy,5
aplikasi yang sangat membantu terimakasih 👍,4
"keren sihhhh suka banget sama aplikasi, bisa bantu kalo lagi banyak tugass, bisa jadi temen curhat juga wkwk",5
bagus,5
aplikasi yang sangat bagus dan membantu dalam pembuatan soal,5
"baguss bangett, aku sukaaaaaaaa",5
keren,5
mantap kak,5
♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,5
"animenya kurang mirip dari photo aslinya,tapi bagus hasilnya.. mantap",5
plisszzz ini keren bet anjyy,5
mantabss,5
Batas waktu nya 2 mnit lngsung GK bis,1
bgus,5
"aplikasi ini sgt berguna, mantap dan lain lain",5
sangat membantu segala hal,5
aku bercerita masalah ku sendiri disana dunia jahat padaku aku berlari ke arahnya dan bercerita lalu menangis.,5
Sangat membantu sekali dalam segalanya. Mempermudah pekerjaan kita kalau ada sesuatu yang belum jelas pasti mendapatkan solusinya.....Is the best....👍,5
Banyak membantu info terdahulu.,5
bagus,5
Selalu force close setiap kali ingin ke arsip,3
nice,5
proses editing lama,4
bagus,5
aplikasi yg sangat bagus,5
Sangat membantu mencari solusi,5
Bagus,5
"padahal cuma AI chat biasa, tapi gw belajar banyak dari dia",5
"Aplikasi ChatGPT sangat membantu dan mudah digunakan. Fitur yang ada saat ini sudah sangat memuaskan, tapi akan lebih keren kalau bisa digunakan di latar belakang sambil menjalankan aplikasi lain. Terima kasih atas updatenya!""",5
top bintang 5 aplikasi gratis,5
mengubah hanya bisa sekali,1
Ketika malas mikir dalem dalem Ini bisa bantu Tapi tetep kita yang arahin,5
Saya kalau berbicara konspirasi dengan aplikasi ini Pasti dia nyerah sendiri Apalagi soal Vaksin Tiba tiba server langsung error 🤣,5
good,5
sangat membatu sebagai referensi,5
usefull for everytime i need the logical answer,5
chat gpt kerenn banyak membantu,5
keren banget,5
mantap👍👍,5
bagus,5
baik,5
good,5
bagus banget bisa bantu aku jawab soal dari sekolah,5
keren,5
Aangat bagus dan membantu sekali,5
Bisa jadi temen curhat bjiir,5
sanagt membantu dalam segala situasi,5
Keren,5
luar biasa,5
amazing app,5
apk bagus minusnya agk ngelek,3
mantap 🗿👍,5
"Ini app sih bagus banget buat kasih pertanyaan yang sulit di jawab, ga cuma itu loh kalian juga bisa meminta apa saja yang kalian mau semisalnya: ""tolong buatkan gambar pemandangan yang indah"" Dan banyak lagi permintaan lain nya.ya untuk bug nya sih kayaknya ga ada cuma tolong dong perbanyak lagi permintaannya soal nya permintaan nya itu belum semua bisa terkabulkan dan memperbanyak mode² lainnya yang menarik. Dah segitu saja, saya kasih Bintang 5 kalau ada mode menarik.Thanks Dev👍🔥",4
